Country Name,Country Code,Region,Income group,Year,Population,Basic Sanitation Access (Pct of Pop),Basic Drinking Water Access (Pct of Pop),Mobile Cellular Subscriptions (per 100 people)
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2012,15419666,83.18788679,90.72347725,106.725658
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2012,87813257,93.01959715,98.33206533,110.2325598
Eritrea,ERI,Sub-Saharan Africa,Low income,2012,,10.96556824,18.51000218,6.693368548
Spain,ESP,Europe & Central Asia,High income,2012,46773055,99.90410945,100,108.1261331
Estonia,EST,Europe & Central Asia,High income,2012,1322696,99.50459618,99.54298456,150.9320464
Ethiopia,ETH,Sub-Saharan Africa,Low income,2012,92444183,6.243339586,34.5906786,22.20138502
Finland,FIN,Europe & Central Asia,High income,2012,5413971,99.44797842,100,172.178726
Fiji,FJI,East Asia & Pacific,Upper middle income,2012,873596,92.3837391,93.92823352,98.30734115
France,FRA,Europe & Central Asia,High income,2012,65659789,98.65411883,100,97.83174772
Faroe Islands,FRO,Europe & Central Asia,High income,2012,48666,90.88347572,100,120.6632968
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2012,103503,56.243999,88.3411386,30.15661382
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2012,1756817,40.5550421,86.24769565,145.5887551
United Kingdom,GBR,Europe & Central Asia,High income,2012,63700300,99.11603237,100,121.9127668
Georgia,GEO,Europe & Central Asia,Lower middle income,2012,3825000,87.21820761,92.29960107,114.3842118
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2012,25733049,13.68566102,75.25162054,99.5545728
Gibraltar,GIB,Europe & Central Asia,High income,2012,33623,,99.61827037,103.3518722
Guinea,GIN,Sub-Saharan Africa,Low income,2012,11281469,19.34167953,64.7589695,49.50330493
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2012,1802125,44.09028903,78.88907543,84.68840952
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2012,1638139,19.50137826,65.98508026,64.04786163
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2012,1038593,74.93434501,49.34674888,48.2457517
Greece,GRC,Europe & Central Asia,High income,2012,11045011,98.40624995,100,117.4193903
Grenada,GRD,Latin America & Caribbean,Upper middle income,2012,105481,79.66067112,95.97138889,123.1615172
Greenland,GRL,Europe & Central Asia,High income,2012,56810,99.42019168,100,105.2859926
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2012,15271056,65.79462394,92.05446487,136.1207765
Guam,GUM,East Asia & Pacific,High income,2012,159973,90.35076551,99.6952,
Guyana,GUY,Latin America & Caribbean,Upper middle income,2012,753091,84.58719472,93.42390681,72.64022542
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2012,7150100,96.46363636,99.85196429,230.6025316
Honduras,HND,Latin America & Caribbean,Lower middle income,2012,8505646,76.4790758,90.33874578,86.64872721
Croatia,HRV,Europe & Central Asia,High income,2012,4267558,97.3936413,99.44037,115.7062939
Haiti,HTI,Latin America & Caribbean,Low income,2012,10289210,28.59047756,62.95627435,59.23629705
Hungary,HUN,Europe & Central Asia,High income,2012,9920362,98.00089731,99.96985423,117.3231585
Indonesia,IDN,East Asia & Pacific,Lower middle income,2012,248883232,63.51403796,86.71406778,113.2915475
Isle of Man,IMN,Europe & Central Asia,High income,2012,81406,,96.2599681,
India,IND,South Asia,Lower middle income,2012,1263065852,39.69370904,86.19160787,68.46206123
Ireland,IRL,Europe & Central Asia,High income,2012,4599533,91.4593095,98.51332379,107.1729501
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2012,76453574,88.09972488,95.00084499,76.06909129
Iraq,IRQ,Middle East & North Africa,Upper middle income,2012,32776571,84.87407822,83.94340043,81.63148
Iceland,ISL,Europe & Central Asia,High income,2012,320716,98.7812987,100,108.167704
Israel,ISR,Middle East & North Africa,High income,2012,7910500,100,100,119.8191218
Italy,ITA,Europe & Central Asia,High income,2012,59539717,99.28104157,100,162.7028059
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2012,2840992,85.16217647,92.60063048,95.56302869
Jordan,JOR,Middle East & North Africa,Upper middle income,2012,7992573,97.16188772,98.76597344,112.4075063
Japan,JPN,East Asia & Pacific,High income,2012,127629000,99.99729903,98.81751592,109.8911887
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2012,16792089,97.62006063,90.34414501,178.6837667
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2012,43646629,30.03475835,56.17682774,70.41037236
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2012,5607200,95.59940205,85.85468715,121.5180687
Cambodia,KHM,East Asia & Pacific,Lower middle income,2012,14776866,41.42048218,70.42008163,129.2907102
Kiribati,KIR,East Asia & Pacific,Lower middle income,2012,106613,39.71087125,64.23025825,16.88349451
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2012,52591,91.60912585,98.96760204,144.5114183
"Korea, Rep.",KOR,East Asia & Pacific,High income,2012,50199853,99.99790357,99.23910091,107.3513875
Kuwait,KWT,Middle East & North Africa,High income,2012,3395556,100,100,150.1963154
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2012,6415169,64.14537584,73.95585825,67.02863167
Lebanon,LBN,Middle East & North Africa,Upper middle income,2012,4916404,90.67493269,90.88543396,76.38039917
Liberia,LBR,Sub-Saharan Africa,Low income,2012,4181563,16.105393,68.3115256,56.91412517
Libya,LBY,Middle East & North Africa,Upper middle income,2012,6198258,99.7,96.75,154.6724902
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2012,174835,89.71882197,96.64425564,123.5450568
Liechtenstein,LIE,Europe & Central Asia,High income,2012,36545,99.95,100,98.72759611
Sri Lanka,LKA,South Asia,Lower middle income,2012,20425000,93.02091376,89.33450324,94.65490925
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2012,2089928,36.61814543,70.55345479,73.91713973
Lithuania,LTU,Europe & Central Asia,High income,2012,2987773,91.86136939,96.32837588,164.5327708
Luxembourg,LUX,Europe & Central Asia,High income,2012,530946,97.6276162,99.946235,143.0001108
Latvia,LVA,Europe & Central Asia,High income,2012,2034319,91.49695267,98.39064514,127.3183364
"Macao SAR, China",MAC,East Asia & Pacific,High income,2012,562531,,100,286.820993
St. Martin (French part),MAF,Latin America & Caribbean,High income,2012,30959,,,
Morocco,MAR,Middle East & North Africa,Lower middle income,2012,33333789,80.85709973,79.47762173,117.047408
Monaco,MCO,Europe & Central Asia,High income,2012,37783,100,100,87.85697271
Moldova,MDA,Europe & Central Asia,Lower middle income,2012,3559519,77.06800647,86.26965288,87.98586937
Madagascar,MDG,Sub-Saharan Africa,Low income,2012,22346573,8.610510976,47.6366694,39.28387588
Maldives,MDV,South Asia,Upper middle income,2012,386203,96.04242402,98.01105704,145.1430983
Mexico,MEX,Latin America & Caribbean,Upper middle income,2012,120828307,86.82365785,96.62032758,83.36393226
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2012,52663,86.66405893,78.38872168,
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2012,2074036,91.00434364,96.68139798,107.7830857
Mali,MLI,Sub-Saharan Africa,Low income,2012,16006670,28.89988478,69.36854829,91.29216133
Malta,MLT,Middle East & North Africa,High income,2012,420028,99.97013592,100,126.4833444
Myanmar,MMR,East Asia & Pacific,Lower middle income,2012,50986514,65.63031401,65.00948019,7.314908801
Montenegro,MNE,Europe & Central Asia,Upper middle income,2012,620601,94.56497715,96.35914019,158.1882418
Mongolia,MNG,East Asia & Pacific,Lower middle income,2012,2814226,57.8877998,80.23001836,119.9336869
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2012,53718,78.83759201,99.25531493,
Mozambique,MOZ,Sub-Saharan Africa,Low income,2012,25676606,21.18069567,42.10530178,34.29186085
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2012,3830239,40.25152066,66.75188059,105.0973059
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2012,1255882,93.01037172,99.81903297,118.5443097
Malawi,MWI,Sub-Saharan Africa,Low income,2012,16097305,41.73020514,64.08042926,28.86752783
Malaysia,MYS,East Asia & Pacific,Upper middle income,2012,29170456,99.23982289,96.71047501,141.6662804
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2012,2263934,32.78263375,78.38223761,94.82754356
New Caledonia,NCL,East Asia & Pacific,High income,2012,259000,100,97.95364023,89.43955087
Niger,NER,Sub-Saharan Africa,Low income,2012,17731634,11.40676167,44.16964483,30.42889336
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2012,167297284,33.22197156,63.41547883,67.41160544
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2012,5877108,73.16552345,81.86385723,99.56806987
Netherlands,NLD,Europe & Central Asia,High income,2012,16754962,97.7731129,100,117.4393259
Norway,NOR,Europe & Central Asia,High income,2012,5018573,98.061005,100,115.6722646
Nepal,NPL,South Asia,Low income,2012,27649925,40.88280034,86.20700049,60.06751194
Nauru,NRU,East Asia & Pacific,Upper middle income,2012,10279,65.60372077,99.83545826,64.89788128
New Zealand,NZL,East Asia & Pacific,High income,2012,4408100,100,100,110.1674828
Oman,OMN,Middle East & North Africa,High income,2012,3464644,98.16399282,87.13331588,152.3270789
Pakistan,PAK,South Asia,Lower middle income,2012,177911533,53.09884583,88.6837643,67.53425985
Panama,PAN,Latin America & Caribbean,High income,2012,3772938,74.34896391,93.69727635,164.6876784
Peru,PER,Latin America & Caribbean,Upper middle income,2012,30158966,74.25636466,88.1940629,97.44391436
Philippines,PHL,East Asia & Pacific,Lower middle income,2012,96866642,73.29616973,89.58251896,105.2770519
Palau,PLW,East Asia & Pacific,High income,2012,20758,100,98.53341276,82.62356682
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2012,7430836,18.5944847,36.58375261,36.45619416
Poland,POL,Europe & Central Asia,High income,2012,38063164,95.87197479,97.893736,141.1531141
Puerto Rico,PRI,Latin America & Caribbean,High income,2012,3634488,97.13734963,97.10577737,82.47827766
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2012,24854034,77.07182107,99.6225463,6.839935923
Portugal,PRT,Europe & Central Asia,High income,2012,10514844,99.05585926,99.78940923,112.6230069
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2012,6379219,87.52299781,94.41113541,106.4974098
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2012,4046901,95.68537631,87.83263527,72.98554585
French Polynesia,PYF,East Asia & Pacific,High income,2012,271703,97.07134827,100,83.76830583
Qatar,QAT,Middle East & North Africa,High income,2012,2109568,99.80555556,100,123.3053402
Romania,ROU,Europe & Central Asia,Upper middle income,2012,20058035,81.6942362,100,113.2304361
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2012,143201676,87.79255044,96.14723491,145.0733488
Rwanda,RWA,Sub-Saharan Africa,Low income,2012,10788853,59.23332221,54.77818549,52.7465802
Saudi Arabia,SAU,Middle East & North Africa,High income,2012,29086357,100,99.99289263,182.2160128
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2012,35990192,30.8093922,54.68336375,76.85036801
Senegal,SEN,Sub-Saharan Africa,Low income,2012,13703513,46.32430377,72.50707292,83.70587892
Singapore,SGP,East Asia & Pacific,High income,2012,5312437,100,100,153.0575656
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2012,551531,29.27371547,68.283522,54.78332134
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2012,6766103,13.61661939,54.05483645,32.66281935
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2012,6221246,89.20258787,90.81808488,139.0235975
San Marino,SMR,Europe & Central Asia,High income,2012,31914,100,100,112.8031585
Somalia,SOM,Sub-Saharan Africa,Low income,2012,12763776,17.61442267,35.98977397,18.01974588
Serbia,SRB,Europe & Central Asia,Upper middle income,2012,7199077,95.21618308,90.02442999,127.5665101
South Sudan,SSD,Sub-Saharan Africa,Low income,2012,10818258,7.830278567,44.66051376,21.26035449
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2012,182889,36.20607885,77.25311948,66.80117448
Suriname,SUR,Latin America & Caribbean,Upper middle income,2012,537077,79.26376213,94.69805925,105.9566878
Slovak Republic,SVK,Europe & Central Asia,High income,2012,5407579,98.91112401,97.937423,112.5048412
Slovenia,SVN,Europe & Central Asia,High income,2012,2057159,99.10737328,99.53640719,108.7735817
Sweden,SWE,Europe & Central Asia,High income,2012,9519374,99.308548,100,124.1857719
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2012,1248158,56.23624036,64.43144201,64.49503989
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2012,34640,98.72001072,95.5,195.941138
Seychelles,SYC,Sub-Saharan Africa,High income,2012,88303,99.23599128,96.13431811,147.8896895
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2012,20420701,92.86813405,96.68935104,63.56295017
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2012,32431,86.975,93.2,
Chad,TCD,Sub-Saharan Africa,Low income,2012,12705135,9.554870644,41.74496859,34.64962789
Togo,TGO,Sub-Saharan Africa,Low income,2012,6859482,13.30179646,59.34029808,48.28701351
Thailand,THA,East Asia & Pacific,Upper middle income,2012,67843979,95.00771633,97.58861731,125.3051505
Tajikistan,TJK,Europe & Central Asia,Low income,2012,7995062,94.69394342,71.67835241,81.65039871
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2012,5267839,96.31720865,92.51717486,112.0003857
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2012,1156760,41.42965558,65.95301423,53.68442892
Tonga,TON,East Asia & Pacific,Upper middle income,2012,104951,92.52531999,99.62198093,53.35823384
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2012,1341588,92.14651868,96.94055907,140.4069655
Tunisia,TUN,Middle East & North Africa,Lower middle income,2012,10886668,90.92182452,93.17166719,117.9781454
Turkey,TUR,Europe & Central Asia,Upper middle income,2012,74569867,94.0112827,98.3408358,90.76125481
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2012,10725,91.14814843,98.95452,26.10722611
Tanzania,TZA,Sub-Saharan Africa,Low income,2012,49082997,19.88436332,46.40975878,55.4556255
Uganda,UGA,Sub-Saharan Africa,Low income,2012,36306796,18.41426879,37.10644893,45.05048311
Ukraine,UKR,Europe & Central Asia,Lower middle income,2012,45593300,95.75040273,97.18771899,130.8590206
Uruguay,URY,Latin America & Caribbean,High income,2012,3396777,95.32498897,98.7470999,147.0646734
United States,USA,North America,High income,2012,313993272,99.96900802,99.18468741,97.28807458
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2012,29774500,100,91.45864126,68.63076477
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2012,109328,84.84797815,94.86044986,116.1568857
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2012,29893080,94.34501997,97.30778124,102.2613695
British Virgin Islands,VGB,Latin America & Caribbean,High income,2012,28509,96.85797948,99.86438356,170.8337718
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2012,108191,97.59876782,99.9964,
Vietnam,VNM,East Asia & Pacific,Lower middle income,2012,90451881,73.52993933,88.24569879,145.5732292
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2012,247485,53.3682332,88.19930566,59.0274158
Samoa,WSM,East Asia & Pacific,Upper middle income,2012,189194,97.1782957,95.20529465,53.01542332
Kosovo,XKX,Europe & Central Asia,Lower middle income,2012,1805200,,,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2012,24909969,55.68863157,64.43653506,55.80095262
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2012,52998213,70.62861328,83.30754791,129.0496342
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2012,14699937,30.12906441,58.76862202,71.59674222
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2012,14710826,39.30835673,67.45490686,85.74593296
Aruba,ABW,Latin America & Caribbean,High income,2013,103187,97.54348112,97.86902338,134.5130685
Afghanistan,AFG,South Asia,Low income,2013,31731688,36.92603682,57.78594666,52.96647314
Angola,AGO,Sub-Saharan Africa,Lower middle income,2013,25998340,36.88768637,40.64753807,51.10017793
Albania,ALB,Europe & Central Asia,Upper middle income,2013,2895092,97.31246795,89.84174957,126.2764913
Andorra,AND,Europe & Central Asia,High income,2013,80788,100,100,79.13427737
United Arab Emirates,ARE,Middle East & North Africa,High income,2013,9006263,99.97703365,99.63311634,178.359737
Argentina,ARG,Latin America & Caribbean,High income,2013,42539925,94.83445952,99.50794272,158.3489275
Armenia,ARM,Europe & Central Asia,Upper middle income,2013,2893509,91.42328829,97.67005118,115.6476444
American Samoa,ASM,East Asia & Pacific,Upper middle income,2013,55307,62.23292681,99.23164,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2013,97824,87.50428238,96.73918628,116.9017828
Australia,AUS,East Asia & Pacific,High income,2013,23145901,100,99.9460847,107.728789
Austria,AUT,Europe & Central Asia,High income,2013,8479823,99.97754087,100,154.7253124
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2013,9416801,86.30047167,83.3404297,107.9359163
Burundi,BDI,Sub-Saharan Africa,Low income,2013,9600186,49.82498724,55.56094126,26.42481094
Belgium,BEL,Europe & Central Asia,High income,2013,11182817,99.48606559,100,110.435401
Benin,BEN,Sub-Saharan Africa,Low income,2013,10004451,13.36593226,66.1232583,96.2316373
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2013,17072723,20.79075704,52.82607174,65.84120178
Bangladesh,BGD,South Asia,Lower middle income,2013,157571292,44.15827098,97.00676903,73.96847136
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2013,7265115,85.96138247,99.29769561,144.3245321
Bahrain,BHR,Middle East & North Africa,High income,2013,1315411,100,100,168.0227701
"Bahamas, The",BHS,Latin America & Caribbean,High income,2013,377240,92.01119677,97.79174973,76.07888877
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2013,3604999,94.77489847,97.5619918,96.76338329
Belarus,BLR,Europe & Central Asia,Upper middle income,2013,9465997,94.34741293,97.98389088,117.254509
Belize,BLZ,Latin America & Caribbean,Upper middle income,2013,344181,86.52836339,95.85061092,50.73348035
Bermuda,BMU,North America,High income,2013,65001,99.90314002,99.90314002,150.2286088
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2013,10400264,50.69154152,91.19174946,100.2446092
Brazil,BRA,Latin America & Caribbean,Upper middle income,2013,202408632,84.52839688,96.91421657,133.9368763
Barbados,BRB,Latin America & Caribbean,High income,2013,282509,95.84190911,98.16063325,108.9197158
Brunei Darussalam,BRN,East Asia & Pacific,High income,2013,405716,96.33877431,99.509366,115.5522582
Bhutan,BTN,South Asia,Lower middle income,2013,764961,61.77260295,96.82251111,71.1587911
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2013,2128507,59.77545193,78.98802426,152.5382345
Central African Republic,CAF,Sub-Saharan Africa,Low income,2013,4499653,24.87194902,53.96454689,30.23122005
Canada,CAN,North America,High income,2013,35152370,98.5,99.1,80.44136099
Switzerland,CHE,Europe & Central Asia,High income,2013,8089346,99.8922386,100,135.8549107
Channel Islands,CHI,Europe & Central Asia,High income,2013,162180,98.5,94.15,
Chile,CHL,Latin America & Caribbean,High income,2013,17462982,99.23287397,99.92838032,135.4942644
China,CHN,East Asia & Pacific,Upper middle income,2013,1357380000,73.11035876,94.0163445,88.88624773
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2013,21966312,28.91526912,72.87355011,88.27563771
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2013,21655715,38.90583899,64.01460826,72.33502103
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2013,71316033,20.04296776,40.84020157,39.58703087
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2013,4751393,14.77315973,66.73484414,98.07149188
Colombia,COL,Latin America & Caribbean,Upper middle income,2013,47342981,83.38645966,95.84472958,106.2356297
Comoros,COM,Sub-Saharan Africa,Low income,2013,741500,33.61046662,83.87064552,46.86446392
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2013,520106,64.40784205,85.62081831,96.03004003
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2013,4706401,96.83776803,99.30144497,151.1129417
Cuba,CUB,Latin America & Caribbean,Upper middle income,2013,11412167,90.61777335,94.91136713,17.48745878
Curacao,CUW,Latin America & Caribbean,High income,2013,153822,98.81862531,99.37274522,131.3806127
Cayman Islands,CYM,Latin America & Caribbean,High income,2013,58371,95.55,96.125,167.9532645
Cyprus,CYP,Europe & Central Asia,High income,2013,1143896,99.48077508,100,127.5810419
Czech Republic,CZE,Europe & Central Asia,High income,2013,10514272,99.13677881,99.87388402,129.4947813
Germany,DEU,Europe & Central Asia,High income,2013,80645605,99.21788408,100,123.0958333
Djibouti,DJI,Middle East & North Africa,Lower middle income,2013,896688,51.30014625,76.74703903,27.22496565
Dominica,DMA,Latin America & Caribbean,Upper middle income,2013,72400,77.8927615,96.5,129.2472376
Denmark,DNK,Europe & Central Asia,High income,2013,5614932,99.59723163,100,124.714087
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2013,10281296,82.36634785,94.07911245,89.48687014
Algeria,DZA,Middle East & North Africa,Upper middle income,2013,38338562,87.1515072,93.05037126,103.0738842
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2013,15661547,84.17622959,91.35595573,106.159366
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2013,89807433,93.0680115,98.34019888,111.0208506
Eritrea,ERI,Sub-Saharan Africa,Low income,2013,,11.05940393,18.7608003,7.62941631
Spain,ESP,Europe & Central Asia,High income,2013,46620045,99.9042697,99.97186524,107.4118145
Estonia,EST,Europe & Central Asia,High income,2013,1317997,99.5392174,99.57894973,145.8445322
Ethiopia,ETH,Sub-Saharan Africa,Low income,2013,94887724,6.520983597,36.10823014,27.02864387
Finland,FIN,Europe & Central Asia,High income,2013,5438972,99.44796038,100,136.3200932
Fiji,FJI,East Asia & Pacific,Upper middle income,2013,879715,93.49291898,93.85606604,105.7622071
France,FRA,Europe & Central Asia,High income,2013,65998660,98.65340886,100,99.06771312
Faroe Islands,FRO,Europe & Central Asia,High income,2013,48747,90.88347572,100,118.4708803
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2013,103702,56.252674,88.3437836,30.27231876
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2013,1817271,40.68125105,86.69620178,151.0632701
United Kingdom,GBR,Europe & Central Asia,High income,2013,64128226,99.11490136,100,121.7088908
Georgia,GEO,Europe & Central Asia,Lower middle income,2013,3776000,86.4302912,92.6210307,123.4115193
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2013,26346251,13.88575609,76.10971763,106.3774956
Gibraltar,GIB,Europe & Central Asia,High income,2013,33831,,99.61827037,
Guinea,GIN,Sub-Saharan Africa,Low income,2013,11536615,20.20958886,65.62829234,64.45973104
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2013,1859324,43.27813614,79.28333986,99.43689212
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2013,1681495,20.15636518,67.0635507,55.89722241
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2013,1083746,74.50939133,49.4375467,47.13124662
Greece,GRC,Europe & Central Asia,High income,2013,10965211,98.49821237,100,110.5760381
Grenada,GRD,Latin America & Caribbean,Upper middle income,2013,105909,78.30225647,95.62865044,125.5795069
Greenland,GRL,Europe & Central Asia,High income,2013,56483,99.39258913,100,107.065622
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2013,15596214,66.32113417,92.57376786,139.2412094
Guam,GUM,East Asia & Pacific,High income,2013,160375,90.35076551,99.6952,
Guyana,GUY,Latin America & Caribbean,Upper middle income,2013,758081,85.1127227,93.91822048,73.21579093
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2013,7178900,96.40909091,99.95035714,237.4339291
Honduras,HND,Latin America & Caribbean,Lower middle income,2013,8657785,77.5934993,90.96102503,89.71388178
Croatia,HRV,Europe & Central Asia,High income,2013,4255689,97.41755,99.51394878,110.3606615
Haiti,HTI,Latin America & Caribbean,Low income,2013,10431776,29.48480988,63.33449726,68.63836033
Hungary,HUN,Europe & Central Asia,High income,2013,9893082,97.99703537,99.97032998,117.7675557
Indonesia,IDN,East Asia & Pacific,Lower middle income,2013,252032263,64.99224868,87.66164008,124.2804831
Isle of Man,IMN,Europe & Central Asia,High income,2013,82013,,96.2599681,
India,IND,South Asia,Lower middle income,2013,1278562207,41.18086942,86.65096755,69.32038505
Ireland,IRL,Europe & Central Asia,High income,2013,4623816,91.6990607,98.71767609,104.2466126
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2013,77435384,88.15311125,94.95858307,84.25892096
Iraq,IRQ,Middle East & North Africa,Upper middle income,2013,33883145,85.65976631,84.66297384,95.77033065
Iceland,ISL,Europe & Central Asia,High income,2013,323764,98.77997403,100,108.9395742
Israel,ISR,Middle East & North Africa,High income,2013,8059500,100,100,121.4662123
Italy,ITA,Europe & Central Asia,High income,2013,60233948,99.28116719,100,162.3367752
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2013,2851807,85.27311043,92.74921257,99.80324756
Jordan,JOR,Middle East & North Africa,Upper middle income,2013,8413464,97.01054486,98.69931196,122.588936
Japan,JPN,East Asia & Pacific,High income,2013,127445000,99.99846647,98.86019108,115.2554186
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2013,17035550,97.68209512,90.66001982,176.4656621
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2013,44826849,29.96875056,56.94468646,71.00655904
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2013,5719600,95.93120604,86.36888013,118.5382582
Cambodia,KHM,East Asia & Pacific,Lower middle income,2013,15022692,43.88113414,71.93385838,134.8926943
Kiribati,KIR,East Asia & Pacific,Lower middle income,2013,108535,39.72950283,64.2789704,18.42723545
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2013,53169,91.60912585,98.96760204,144.8212304
"Korea, Rep.",KOR,East Asia & Pacific,High income,2013,50428893,99.96111476,99.35770875,108.992757
Kuwait,KWT,Middle East & North Africa,High income,2013,3598385,100,100,178.1354691
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2013,6494557,66.99262096,76.08188187,71.02273488
Lebanon,LBN,Middle East & North Africa,Upper middle income,2013,5276102,92.23641026,91.34302011,73.62930057
Liberia,LBR,Sub-Saharan Africa,Low income,2013,4286291,16.36468822,68.84382003,59.51007526
Libya,LBY,Middle East & North Africa,Upper middle income,2013,6195970,99.7,96.75,165.1928592
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2013,175660,90.726844,97.42606641,120.7235569
Liechtenstein,LIE,Europe & Central Asia,High income,2013,36834,99.95,100,104.3248086
Sri Lanka,LKA,South Asia,Lower middle income,2013,20585000,93.65819942,90.32618316,98.9668213
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2013,2117361,39.01671769,70.89882855,84.55313005
Lithuania,LTU,Europe & Central Asia,High income,2013,2957689,92.44525794,96.85404917,152.3345747
Luxembourg,LUX,Europe & Central Asia,High income,2013,543360,97.62183335,99.94784,144.7293201
Latvia,LVA,Europe & Central Asia,High income,2013,2012647,91.94964724,98.45857504,125.3439854
"Macao SAR, China",MAC,East Asia & Pacific,High income,2013,575841,,100,299.0834275
St. Martin (French part),MAF,Latin America & Caribbean,High income,2013,31264,,,
Morocco,MAR,Middle East & North Africa,Lower middle income,2013,33824769,81.74345982,80.66274425,125.4222727
Monaco,MCO,Europe & Central Asia,High income,2013,37971,100,100,93.3975929
