Loan Amount,Funded Amount,Funded Amount Investor,Term,Home Ownership,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Last week Pay,Accounts Delinquent,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit
21936,24205,23403.81185,59,21641.36535,34.25203584,0,0,13,0,7464,69.95092937,28,435.0948481,0.073866859,3.150541264,0.62911869,0,29,0,29,5094,42610
11173,17137,16376.221630000002,59,49733.28399,31.41738177,0,0,17,0,9825,87.81239565,5,446.2879298,0.0290260999999999,4.125350949,1.409733668,0,63,0,38,432689,23175
8108,20128,8674.716916,59,68487.32839,32.32416316,0,0,11,0,2023,69.27667952,8,1238.837852,0.083585903,5.819676117,0.726599882,0,80,0,41,133508,11457
22183,11564,17897.346380000003,58,50571.59927,28.50432935,0,0,13,0,1281,3.465057034,22,858.0482293,0.068746279,2.809520114,0.239604288,0,41,0,43,424943,5890
29201,19022,11402.55399,59,107099.9654,28.0778338,0,1,9,0,13593,49.03008478,34,610.5281552,18.3139392,1.897842666,0.7797668659999999,0,63,0,56,73112,28087
8003,11141,12606.22274,59,109483.7662,24.68780361,0,0,8,0,6372,35.18303736,4,513.0401555999999,0.027789207,3.60808338,1.140919966,0,40,0,38,62288,55729
8948,6645,21159.80755,59,77889.79268,30.54139368,0,0,10,1,9686,11.44726393,18,102.3120027,0.0882961719999999,5.802738225,1.1110288,0,151,0,10,381234,11705
17413,27491,9194.730465,58,43770.73395,13.98234541,0,0,24,0,5351,78.6217581,17,181.5953382,0.0807324329999999,10.50884304,1.310048817,0,76,0,17,35695,42180
13098,20497,23011.88149,59,157344.0684,38.18496149,0,0,13,0,4620,50.80806359,14,10076.65335,0.063189501,1.02861459,0.258367695,0,17,0,48,251185,62722
30878,19364,16123.692819999998,58,81343.78522,15.25010402,0,0,14,1,19179,45.54119401,5,6107.002125,0.023640605,6.824331935,0.719346342,0,121,0,24,430317,78195
16857,13139,23284.97634,58,88616.24792000001,16.99741438,0,0,12,1,1079,15.512369199999998,34,707.6987654,0.001286308,0.592581473,0.6188594829999999,0,125,0,54,90943,34276
7661,20856,5797.837697,58,255568.3799,21.3658255,0,0,13,0,7045,64.92379271,15,1005.23848,0.0850741419999999,5.886727453,1.051862203,0,54,0,48,128044,6659
14752,10041,9591.872823,59,37749.24917,12.93373022,0,0,11,0,1755,16.45457429,23,553.9611861000001,0.071570169,0.456979918,1.163957082,0,5,0,25,6007,56332
8881,29077,11510.40275,58,47158.77911,13.69376951,1,0,9,0,4335,67.25962744,18,2150.30751,0.0697148999999999,3.491290701,0.957135322,0,144,0,43,62803,32781
17116,32169,12292.42198,58,99900.11625,14.4260504,1,0,21,0,3170,54.60282175,9,1371.033077,0.07735591,4.790085329,0.620302014,0,79,0,34,203075,3700
27003,11044,20222.15745,59,183240.7737,22.65337828,0,0,20,0,24009,83.24190232,10,2950.409289,0.046166154,0.377609035,1.050503009,0,14,0,5,79546,12036
19332,7613,13527.29289,59,81206.91999,10.84147284,2,0,13,0,3465,74.14674677,36,2108.349976,0.018022948,2.139261453,1.053127501,0,32,0,22,184578,59378
16352,9064,10280.16466,58,59829.609260000005,28.88577603,0,0,9,0,5281,38.36824407,7,2676.953519,0.030795702,5.002792747,1.378726383,0,93,0,48,297344,13588
10904,7480,7550.398845999999,59,87287.07575,26.58920618,0,0,23,0,10777,36.69082702,19,733.6511777000001,0.045676225,1.22665987,0.876607419,0,155,0,30,171218,38532
4510,21176,11469.50227,59,63391.42597999999,36.085367100000006,0,0,13,0,5738,39.87130211,52,6926.325965999999,0.052121665,0.86677799,0.356484365,0,77,0,33,314131,8733
14877,12269,31415.64957,59,57129.47516,16.9692456,0,0,22,0,7106,47.85961925,24,931.4180392,0.069806579,7.526710408,0.936344321,0,40,0,31,146550,2383
18883,22334,15365.894869999998,59,60552.15567000001,25.92867175,6,0,14,0,16664,45.82015315,17,315.1270318,0.043384677,6.647239679,0.366542721,0,10,0,42,305894,7501
18684,17337,22116.31188,58,102436.3799,34.25705891,0,0,11,0,3572,18.4661803,18,6148.849674,0.026998787,3.681265478,0.554392872,0,39,0,19,420995,15970
4125,32917,7566.590905,58,53821.03053,16.88983549,0,0,13,0,1359,41.18203253,18,352.3370764,0.067954548,1023.97129,0.957999849,0,54,0,47,73020,16897
8391,11457,15673.67428,58,124816.7068,33.14870689999999,0,0,13,0,8633,47.83396634,21,1474.171377,0.002937785,4.87222193,0.773771627,0,93,0,56,50526,13134
16441,28081,9644.734904,59,82460.61291,11.12136327,1,0,14,0,2999,84.54555884,23,2469.800772,0.145451547,4.896973546,0.304427988,0,50,0,16,62195,13091
6227,10063,33351.60195,58,40213.53707,25.99201514,0,0,5,0,2430,47.18081346,4,2660.97411,0.020756236,8.509160417,0.372726886,0,10,0,55,89797,12420
20670,6611,29866.86413,59,64440.39425,28.25071505,0,0,9,0,7008,73.956699,17,1900.452129,0.0310932129999999,0.866408585,0.805962912,0,50,0,50,78775,30948
28390,7457,8342.149751,59,29981.72804,16.82038554,0,0,9,0,12012,1.5870194780000002,23,8531.782672,0.0450705459999999,2.580606769,0.653939156,0,26,0,36,277776,24069
9401,20215,23802.89161,59,87554.29947,20.76036835,0,0,9,0,1275,63.15301663,7,12.145456,0.030197399,1.116470857,0.986956972,1,78,0,3,19359,17951
4760,17746,26121.7533,59,67876.76397,14.53727937,1,0,12,3,4824,32.09752951,4,671.4691431,0.05910778,3.594385719,0.598362121,0,134,0,23,380775,4806
10536,11437,19149.78912,59,73536.07647,31.8545807,0,0,19,0,5905,96.84025585,5,142.3720358,0.024959143,1.603449255,33.20921259,1,14,0,36,121002,39843
15093,5282,12142.52444,58,86779.64402,19.35758948,1,0,15,0,16072,92.64882684,13,2345.319346,0.0509579629999999,4.221763898,0.733731068,0,62,0,35,86418,3812
18769,22537,12767.27811,59,62969.974420000006,35.57428482,2,2,9,1,6334,73.13748612,16,3828.916924,0.073797225,1.036783614,0.647548394,0,97,0,45,45501,25893
19011,15831,7113.056625,59,69624.17723,17.28632058,0,0,37,0,4405,40.84306393,17,1825.67721,0.081060467,4.62744282,1.049580862,0,41,0,29,562460,32588
2555,24684,16749.404280000002,58,107975.3711,16.90626777,0,0,6,0,2167,76.51839067,18,2128.840846,0.078735112,10.03387104,0.916955496,0,18,0,46,44164,29791
16228,25709,19198.2535,59,81373.33472,9.352904032,1,0,14,0,21463,77.71926359,22,1217.100203,0.080675435,2.86352756,0.37625218,0,10,0,12,145914,2022
28881,7148,13478.68799,59,43314.31708,20.33649671,0,0,13,0,15368,3.2705061910000004,7,2038.337244,0.048163505,3.1211800660000004,0.867978823,0,104,0,48,283736,17918
13653,7099,8666.287384000001,59,63698.6513,25.32513932,0,0,9,0,2468,35.63441935,6,4327.049133,0.02624935,3.451576402,1.091687971,0,27,0,18,13026,8416
15542,26599,24088.74353,59,61174.75186,22.52852362,0,0,11,4,2563,67.46577165,17,2225.78658,0.008558066,1.835902026,0.718763556,0,60,0,41,12045,15979
27580,30597,4952.460895,59,42280.71387,15.99940313,0,1,14,0,9430,75.06405364,13,928.3998258,0.0004209259999999,5.619563743,0.761604148,0,97,0,34,306970,7520
26187,5618,9963.894244,59,135130.7904,26.63663972,0,0,9,0,1630,18.0771472,11,941.2607476,0.055494322,5.442615847999999,0.551023933,1,138,0,22,70000,4926
28752,8561,10454.31679,58,89517.79844,37.61035908,0,0,27,0,141,19.25041489,22,2901.202925,0.063333693,6.261209142999999,0.008729941,0,130,0,26,169365,2307
19464,27462,11624.66526,58,83534.67656,36.95677312,0,0,31,0,11071,86.73348339,20,490.6414437,0.0260998089999999,6.060362107,0.73524854,0,134,0,23,101733,32648
6595,7922,4933.442665,59,39920.222010000005,31.64829617,0,0,12,0,19869,50.49336224,15,1703.186315,0.08042764,4.72161735,0.361734603,0,0,0,10,39679,3767
14615,16151,7030.681573000001,58,37616.37869,26.21417043,0,0,19,0,748,54.04637191,30,274.88509060000007,0.066764343,2.883137782,0.714043705,1,126,0,40,104280,18603
7596,10641,7211.270815999999,59,63655.38015,21.91706223,0,0,10,0,7754,69.78210681,23,593.5012735,0.025929859,0.979333604,1.302262238,0,82,0,42,48975,6675
30719,21562,14688.39497,59,115603.4053,14.30252977,0,0,13,0,6563,94.29198199,26,613.4770854,0.0378433129999999,1.275100412,0.863024061,0,104,0,14,347364,2021
13921,10759,25441.40002,59,85210.8348,13.52306322,0,0,8,0,1287,48.19779487,6,1559.600501,5.198824195,4.200510952,1.097480492,0,122,0,25,354894,21935
11349,10806,15873.519369999998,58,52051.8789,31.43947267,0,0,29,0,6593,45.24667115,28,2083.832112,0.015774184,6.123317835,0.327261423,0,143,0,15,75932,33323
25786,16590,7409.200594,59,54811.50944,14.72505791,0,0,26,0,12980,90.10943011,18,970.7977444,0.047235208,2.572450604,1.345111636,0,12,0,41,647025,41881
19916,24773,9635.052731,58,75370.56434,38.3736378,0,0,21,0,6236,66.30510993,19,1056.355583,0.060305318,622.1528077,1.273117676,0,115,0,46,61465,21019
3936,9095,15459.9002,59,154755.138,16.59113978,0,0,8,0,43222,93.15711258,8,325.6354101,0.04640724,0.234786755,0.31096242,0,93,0,20,32186,32662
30995,29287,12500.09342,59,206054.9557,26.63837223,0,0,12,0,11586,15.69188299,32,2221.224429,0.069036566,2.5766617430000003,0.8082969729999999,0,64,0,48,335112,64695
17702,18382,11448.01946,59,78698.13259,26.46297089,0,0,12,1,1433,76.13153751,23,2237.214042,0.018816563,2.42511239,0.014640358,0,64,0,39,293507,26055
1723,10548,10094.64855,59,61319.13275,35.22210171,0,0,30,0,6568,24.63132289,26,400.4289444,0.053437472,1.419044286,0.689589893,0,60,0,43,259150,5786
25776,8420,14274.17335,58,45244.88694,33.89796309,1,0,14,0,19082,65.48941897,10,1776.458279,0.033911627,4.856136927,1.284804194,0,74,0,36,199617,23650
13984,27597,16254.39722,59,97845.30549,24.32966369,0,0,13,3,9476,22.92548516,9,1661.353262,0.000194902,1.868241283,0.512321864,0,113,0,50,8045,3842
22011,19680,22463.5795,59,208614.2157,25.48859754,1,0,15,0,2268,27.94723871,10,2200.85359,0.02457889,0.401135219,0.891847574,0,120,0,42,17606,21882
6415,11475,9337.081886,59,74779.16549,34.49139228,0,0,16,0,1657,13.21529765,19,1406.781166,0.073794418,6.869937845,0.5620316710000001,0,36,0,50,264303,3440
29001,12122,12586.06794,59,92050.79567,33.09942265,0,0,13,0,8505,61.81455477,22,1244.6162470000002,0.038204779,3.872878,0.6081067179999999,0,59,0,39,59880,37342
19397,15522,14194.98383,59,144394.5381,39.33263045,0,0,14,0,9244,47.19671584,16,358.6427756,0.080914619,2.539389752,0.572861534,0,11,0,43,2910,23576
3015,7941,10499.24967,58,49362.91221,35.21532157,1,0,14,0,6427,58.97446835,17,1170.719068,0.017996571,4.965410827,1.196717799,0,41,0,52,32044,23111
14635,33478,22795.74583,59,58999.30275,16.07481582,0,0,11,0,9348,58.50333069,26,222.3594088,0.015400743,2.506340723,0.7161792459999999,0,130,0,25,206848,45738
20983,9911,11751.83504,59,61890.671160000005,22.74178995,0,0,19,0,3820,83.26166542,18,2242.365156,0.0541715209999999,5.613009856000001,0.216323732,0,20,0,46,57662,2978
17694,31828,16934.66399,59,66985.73446,13.75384982,0,0,13,0,11851,71.61489166,36,7230.431551000001,0.018844021,5.602108144,0.294830969,0,40,0,13,156648,15292
14366,5231,11575.26468,59,70517.73606,17.06905384,0,1,26,0,19541,41.98758019,33,3112.386605,0.082370656,3.010577676,0.559548545,0,30,0,33,17073,22142
14701,9672,12488.2035,59,88172.07061,18.01305258,0,0,13,0,3430,37.55826029,30,501.3798089,0.0184347269999999,0.541208244,0.23848451,0,143,0,37,188152,55750
14169,7751,19297.70746,59,48266.98294,21.49412497,1,0,29,0,7793,45.36896079,40,250.773625,0.085534393,6.65278719,1.353575654,0,92,0,19,23491,54677
15050,19902,12480.56836,59,153615.6288,19.53561666,0,0,14,0,528,17.52016887,16,2795.854014,0.054980564,5.245179953,1.0992837290000002,0,109,0,61,179133,60376
18789,15571,12148.85355,59,35077.477439999995,32.10314865,0,0,9,0,5359,31.83717041,27,2076.861565,38.33460598,1.879872679,1.33908852,0,73,0,555,193059,37375
15639,6477,15298.18366,58,38700.38396,29.50285658,7,0,5,0,2179,6.562954126,34,489.1494794,0.002252475,8.443624037000001,1.052387194,0,75,0,50,35360,21044
14702,8523,16111.96085,58,72117.32054,16.24925104,1,0,11,0,7191,71.30106934,19,4126.124793,0.049052609,5.164717187,0.7897762909999999,0,40,0,37,45029,9739
12180,11878,12676.60089,59,74441.77782999999,32.13997899,1,0,10,0,4402,88.1827043,7,4913.988725,0.037409217,3.2280979430000003,0.918418323,0,72,0,47,275289,4834
14780,8718,13229.68233,58,111574.8296,17.20399034,1,0,11,0,10522,59.47131271,19,2266.139391,0.044927576,3.578902633,0.348265085,0,72,0,36,171786,10646
12500,11896,4184.681856,58,57726.02622000001,34.59089244,0,0,16,1,7845,18.49442886,18,3142.372806,0.086679034,2.141759969,0.507068681,0,67,0,54,256156,55302
15099,8960,8122.462898000001,58,41057.01675,6.088853189,0,0,20,0,208,48.42892994,16,1829.42139,0.0315189379999999,2.575445671,0.303299594,0,14,0,32,329769,35780
7982,10075,14484.5256,58,38785.85665,28.63923684,0,0,15,0,3029,76.66771293,5,3710.978532,0.011327648,0.280532722,0.589313275,0,37,0,21,34751,2769
16403,22217,11118.22439,59,70905.27201,37.44317866,0,0,12,0,17300,45.23650362,25,136.5899753,0.03232024,3.392146308,0.041337247,1,74,0,38,74492,39134
29468,11168,23713.03526,58,66819.9771,24.39174736,0,0,10,0,5323,15.27652094,9,227.6921223,0.020523795,4.763971413999999,0.335135685,1,10,0,21,319581,27181
11651,21436,5438.53527,59,123079.3605,33.29899149,0,0,20,0,4061,87.73433846,17,894.8767849999999,0.016689518,3.200229923,0.717645047,0,57,0,53,29777,9660
8891,9860,11801.94861,59,19851.31347,34.86711355,0,0,11,0,10138,81.45646548,12,1012.346709,0.129264632,5.690254376,0.971009402,0,100,0,43,34804,5141
4623,9170,10094.75236,58,29823.022160000004,27.68346143,0,0,32,0,9249,75.43933856,6,690.0837778,37.1823046,0.3144036839999999,1.081124453,0,126,0,33,6157,10864
20323,16643,15774.799469999998,36,41694.2379,25.54518968,0,0,11,0,3874,73.46769918,15,1014.990867,0.012410886,4.671383605,0.429573243,0,16,0,16,84962,2076
10017,15273,8619.52773,58,89334.52458,4.262261733,0,0,11,0,2585,45.77844215,39,6664.784126,0.012648754,3.385521278,0.692308046,0,85,0,29,52981,28295
20234,19799,9697.488175,59,106992.7191,18.76655281,0,0,24,1,10461,28.8758033,34,803.3418551,0.03587274,3.3491588,1.138250802,0,32,0,36,193719,64698
18141,32510,16980.917559999998,59,71545.42592000001,15.83524786,0,0,7,0,7698,42.52335267,22,203.944289,10.39936949,1.990728945,0.328622511,0,41,0,393,286931,9730
34908,13668,14867.28931,58,39219.54293,19.0891516,0,0,9,0,10169,21.00482611,16,10279.42214,0.004155243,2.835367086,0.528246981,0,77,0,330,349052,4786
14096,20887,32854.95135,36,184642.7133,28.56107168,0,1,13,0,10992,53.06451573,9,485.1919411,0.013252295,4.308215553,0.980643541,0,152,0,28,247330,44341
29148,16338,7589.299706999999,58,61305.69467,23.14148682,0,0,9,0,480,56.94121207,7,213.5250913,0.056106196,1.399673317,0.928328838,0,31,0,66,98710,7634
14430,21886,6494.807406,59,79185.00697,15.66222253,0,0,20,1,1419,78.27613679,27,720.5191517000001,0.039027122,2.561236941,0.152704358,0,146,0,36,164767,74635
21184,6978,24810.20512,36,159829.1285,29.87816962,0,1,14,0,10333,48.48981714,25,92.99285778,14.88614003,0.188473107,0.024594366,0,100,0,39,129504,37800
32311,17557,14470.5974,59,66481.78753,17.60963933,0,0,6,0,23480,15.16666973,23,2059.704097,0.036511379,2.448852029,1.347906771,0,37,0,27,42052,4335
10561,24499,14158.74534,59,50137.72666,25.38352239,2,0,13,0,6822,34.39265244,32,556.7694922999999,0.054443806,6.707712654,0.243436386,0,123,0,21,64057,3418
11689,13301,10501.89434,58,95105.42515,27.17610892,0,0,6,0,1353,57.44170932,13,5903.4048060000005,0.043397468,2.887071815,1.008381671,0,43,0,17,85903,19742
15222,8574,13787.76503,59,58453.76428,31.20805225,0,2,11,0,2109,66.14679745,4,814.1559897999999,0.084901578,550.3634831,1.204094276,0,114,0,438,64463,21394
2949,11237,11799.6018,59,62762.25452,34.77465087,0,0,27,0,5439,71.29746581,22,372.2336506,0.042813015,2.020135152,0.758022693,0,10,0,43,40408,23084
11352,11120,9416.921053,59,60125.78657999999,31.99759969,2,0,7,0,8497,47.89609161,13,224.0199312,0.006038499,4.466871553,0.363877609,0,10,0,27,34593,12194
25517,12898,12446.14845,58,81655.89256000001,21.70350406,0,3,9,0,1418,72.76348499,27,4840.387088,0.002707622,2.677588657,1.066736578,0,57,0,33,62886,11669
26735,15687,22246.87731,59,112848.1643,33.78222681,1,0,30,0,24294,85.50897773,10,571.3469347,0.057552593,0.290171253,0.029288427,0,37,0,42,29836,9820
20412,33436,9396.229945,59,301056.6918,16.58736281,0,0,29,1,10953,31.24350019,27,391.025046,0.033416087,1.905220404,1.284390126,0,25,0,55,18296,15255
8075,22647,26419.11036,59,73235.12488999999,14.97311504,0,1,7,0,5474,36.04630252,36,2326.059497,0.012907607,4.256487593,1.226317718,0,49,0,20,48433,12853
2176,18924,15764.25628,59,24045.36031,25.74868968,0,0,11,0,1128,57.48868533,33,6638.822121,0.018990882,0.157734508,1.254828464,0,0,0,37,92015,4569
19495,12753,11645.45458,59,48115.026860000005,21.53728583,0,0,10,0,2168,28.49500052,19,6573.829018,0.04062834,4.101233192,1.069587233,1,32,0,4523,356594,17602
33317,19685,13313.58864,59,57185.12685,18.65872828,0,0,12,0,1597,70.8973966,24,876.6840735999999,0.011136868,1.984900802,0.350637432,0,95,0,42,213536,41059
8411,9806,6232.483685,59,65203.2946,32.08659346,2,0,8,1,20984,10.74998843,22,1375.7416460000002,0.004940982,3.150710307,0.32943388,0,116,0,43,438699,6899
28353,8986,34237.37143,59,74594.54725,25.38499461,0,0,6,0,8460,16.93069761,33,544.7225986000001,0.02890997,2.916904881,0.5422271439999999,0,78,0,65,48603,50791
22723,15298,12441.78456,59,77891.95381,21.30303414,0,0,9,0,22902,41.19543294,30,2521.547325,0.053294253,8.510156007,0.554180415,0,64,0,35,241079,8841
14891,10820,16841.99043,58,49593.61132,29.16228971,1,0,7,0,2662,64.45641912,19,23.8853318,0.131581131,6.326769584,0.7540325929999999,0,50,0,40,217512,7959
31421,9785,14560.8997,59,118536.0236,21.01432735,0,0,15,1,5936,11.5916429,17,2805.233749,8.207000707,3.773095394,0.522365173,0,101,0,33,59150,13437
13632,19757,7961.323811,59,64198.14641,24.181208,0,0,13,0,3814,76.89262991,13,2285.153388,0.068672941,782.3234953,0.180589875,0,40,0,43,4945,21654
18582,9562,6698.275077,59,177440.6263,35.95916164,0,0,11,0,7850,38.72211087,33,3588.650564,0.027669212,3.292678557,0.478603279,0,16,0,36,123267,1565
12621,22148,13272.83539,59,59226.61049,9.376223377,0,0,20,0,10881,16.54209119,10,371.6186256,0.0387400529999999,8.677694746,1.081350265,0,76,0,36,334047,13879
22342,17084,12174.42988,58,295982.1592,13.07166729,0,0,13,0,5665,37.66748668,7,1652.247422,0.037388592,2.183716004,0.011819102,0,97,0,46,296085,17765
26890,7544,25116.69594,59,102239.6945,17.10147547,0,0,14,0,6870,36.99251333,14,1236.236494,0.068101437,6.0096081660000005,0.914763968,0,69,0,50,212127,3211
6240,9722,15457.49203,58,46677.98862,24.11347709,0,0,14,0,569,49.93897352,14,1017.475907,0.0594567909999999,4.701901762,0.918752551,0,47,0,50,98187,11597
18411,10235,12073.88814,58,26985.26206,30.31919079,0,0,16,0,3456,39.61688574,8,335.6558044,0.0541567159999999,3.939901958,0.513821665,0,33,0,34,54164,35076
5665,9739,12503.88442,59,131271.2451,27.16995507,1,0,11,0,958,56.74562065,24,2535.097087,0.01364221,5.483628354,0.512817462,0,80,0,53,113161,30742
8954,9571,10965.30435,58,136207.5985,29.42231844,0,0,9,0,2391,31.00671247,12,189.0664709,0.0618248579999999,1.701649496,1.118140506,0,59,0,8,172302,22613
10964,28943,8096.121375,59,77585.66559,13.74392785,0,0,16,0,2279,36.66471575,17,2100.333991,0.03153164,1.773991046,1.430392633,0,69,0,41,123727,21529
9674,26306,11424.84914,58,265508.0367,30.73746623,0,0,16,0,7894,70.85777082,14,2745.058659,0.022639759,1.958584243,0.7593124859999999,0,64,0,13,18255,4072
19648,19366,14632.46015,59,57328.82091,22.564078100000003,1,0,10,0,6600,85.24943141,9,2993.7431100000003,0.038059862,9.19734219,0.7771237120000001,0,25,0,17,223347,1383
23536,8203,22337.554330000003,59,94247.32464,13.98172039,0,0,19,0,29025,16.17351844,16,1893.222101,0.077570587,5.872047062,0.614194627,0,104,0,9,6182,57759
6050,12377,8520.541220000001,59,55298.12982,14.75857861,0,0,4,1,19347,9.914954246,6,329.485343,0.0566988079999999,0.615175198,1.228350968,0,66,0,39,77484,33423
15529,9628,10638.6507,59,178911.7563,24.06981103,0,0,13,0,1169,21.49621697,14,2480.842271,0.059579397,1.923174835,0.18537,0,100,0,380,9297,5572
15810,12728,14037.07119,59,62113.24132000001,15.79494286,0,0,10,0,2075,78.19240919,6,309.91485950000003,0.075191644,2.4406465,0.735077955,0,114,0,46,18645,28517
28166,15628,25316.18807,58,53956.180510000006,20.84691606,0,0,15,0,10611,53.75328376,16,2198.010209,37.51978946,1.873035464,0.412602167,0,9,0,453,136519,52205
15494,12937,8735.669681,36,154107.8511,16.8702855,0,2,9,4,4458,57.69887034,20,3350.271808,0.07924267,856.2580377999999,0.454888987,0,27,0,1293,251551,36919
24832,11594,22603.98207,59,176608.6714,27.49047379,1,0,14,0,216,56.53247293,4,1554.469998,0.047084121,0.729213515,0.6179983379999999,0,41,0,18,137133,19963
32781,15519,14565.85986,59,80137.39322,13.0825709,0,0,9,0,6606,50.88298354,6,2225.268506,0.060982047,1.109203878,0.317273838,0,139,0,1476,320281,19948
28447,7142,8919.743112,59,95771.68672,31.53708544,1,0,14,0,13319,13.97671401,12,339.7886007,0.045686822,3.922900183,1.181624259,0,82,0,30,55875,34688
12077,17605,12178.76284,58,100179.4748,34.78845473,0,0,18,0,5037,59.88474437,10,550.1108026,0.056472346,10.05213597,1.435699703,0,112,0,35,142211,49884
14322,26958,10974.84141,58,79632.68507,37.6800804,0,0,10,0,32921,44.77024777,34,523.5395873,0.102505303,2.010714587,1.1258853290000002,0,14,0,40,216043,4505
8195,5288,7831.458753,59,163758.8632,9.299704186,2,1,11,0,5140,52.58865720000001,24,1380.240304,0.0057811519999999,2.659773816,1.113331485,0,27,0,24,229668,45682
20825,14913,10018.55519,59,81312.27064,22.82725257,0,0,7,0,5954,59.65332789,23,4668.193227000001,0.048754443,1.314983856,0.505740514,0,104,0,22,91328,70073
34035,6391,18811.3799,58,79545.06411,37.35487041,1,0,12,0,15409,38.25919019,14,13891.20149,0.0600262009999999,2.997617374,0.923578777,0,104,0,41,76008,2644
4960,11171,11285.02271,58,51868.01666,24.31157983,0,0,12,0,44,18.4209772,25,5139.946202,0.010463059,0.089274288,0.7306968229999999,0,60,0,25,151137,20033
15202,11050,9991.066155,58,127267.7543,25.2770255,5,2,9,0,8714,56.47793193,5,1919.413231,0.06416117,4.654151185,0.67131287,0,150,0,10,561825,29248
14748,11615,8521.779798,59,64984.64607,27.02200232,0,0,8,0,2312,61.68029872,24,1373.2777199999998,0.015648892,0.181702394,0.354146164,0,49,0,21,23518,36016
6241,14670,8974.873808,59,131936.3507,24.32746857,0,0,13,0,6779,44.01385493,22,1259.967659,0.004458778,2.147933043,1.173964466,0,20,0,28,175454,32443
26124,26616,16315.19125,59,72245.77699,13.97820436,0,0,11,0,13406,72.33191546,22,598.8269740000001,0.067992261,5.005160178,0.686465546,1,43,0,42,104723,4998
25719,19670,9881.737109,58,126218.9355,21.14604665,1,0,22,0,1654,94.43685551,21,188.6366689,0.080775437,5.575150467,1.144071899,0,26,0,46,405987,39294
2225,13974,13543.02833,59,91413.93407,20.36892695,0,0,32,0,1805,85.04489124,12,418.9534442,0.033575213,7.93255941,0.99788487,0,130,0,27,255993,32498
16783,8964,10888.70326,59,55137.65015,29.03659658,0,0,8,0,1612,25.51427652,33,577.8700646000001,0.034349376,3.557520675,0.289392476,0,74,0,33,425313,25673
34368,33162,9271.889673,58,54314.0552,18.66023686,1,0,15,1,22584,41.51548336,24,1306.813515,0.14284379,8.546050351,0.319050569,0,58,0,17,145264,5604
14398,16859,13572.85781,36,44763.99917,37.14492945,2,2,6,0,6629,82.63917444,29,890.6972655999999,0.038350425,2.272022776,0.7959144709999999,0,126,0,443,60276,28542
24560,32988,33050.69782,59,61805.02662,13.74039066,0,0,32,0,8362,33.32353084,4,264.475205,0.0503437829999999,4.820526327,0.458853427,0,12,0,25,353212,23261
15477,22900,31612.6976,59,26194.98128,21.78956796,0,0,14,0,5482,82.19140842,17,1418.564582,0.043106713,1.215113928,1.296401716,0,95,0,56,3643,20607
8645,19574,6050.907626,59,67439.08947,22.75224583,0,0,9,0,8592,50.91156787,15,2536.838506,0.051828611,4.125710606,1.018776413,0,136,0,396,81763,12446
21845,7613,15170.08968,59,83345.60703,31.00735315,0,0,10,0,281,30.8057224,21,549.9798473999999,0.046602839,7.351573657,1.086679613,0,32,0,41,31748,17615
17300,11395,9055.467671,59,40064.12459,18.08800484,1,0,8,0,5497,91.80726373,17,6034.911506,0.04207423,3.161058844,0.8603157640000001,0,102,0,37,72043,20795
33176,13313,10572.29373,58,110985.883,17.11128358,0,0,6,0,27673,39.69613207,19,2687.611202,0.063042825,4.332856409,0.6155730070000001,0,45,0,42,313736,9275
31502,6242,10463.83065,59,50116.75508,30.40185585,0,0,30,0,11903,95.77595932,25,1191.155843,0.001356913,5.413917132999999,0.493217754,0,70,0,52,57034,11057
30080,9954,7018.846025,58,54601.9668,38.44480117,0,0,11,0,13960,43.94504086,11,1365.408808,0.035973878,0.215107153,0.6272215,0,56,0,52,87127,6319
17138,15993,9403.273477,59,132251.4037,33.36653394,0,0,12,0,9332,48.61690931,10,2179.27699,0.09277306,2.8784477230000003,0.23811112,0,67,0,37,169870,21447
14848,11945,7085.849859999999,59,78385.95021,18.29985986,1,1,17,0,6173,78.55003631,28,4787.918371,0.010172182,4.552493135,0.734327092,0,28,0,26,22493,23229
6639,8171,12693.93815,59,72071.71888,29.50245607,0,0,12,0,4581,15.53451199,11,663.4041476,0.013463875,4.673639447,1.2697972,0,85,0,441,13359,24105
17948,8890,11421.69393,58,32662.44033,33.49400321,1,0,15,0,5400,89.0074874,25,1681.667757,0.071529643,4.861797687,0.025398702,0,145,0,615,79913,43921
18572,21903,23722.6896,59,23274.81448,21.12781131,0,0,17,0,1629,18.10038175,15,296.4051644,0.006733023,3.848739503,0.3173910889999999,0,76,0,46,38038,14671
29070,31279,12781.27991,59,31149.69857,35.70176783,0,0,32,0,8283,94.50855863,14,891.6101008999999,0.042525647,2951.807251,0.645812166,0,100,0,37,144279,3541
12825,8621,6494.67935,58,52382.52697,15.58593536,1,0,13,0,7647,61.19561120000001,21,1018.533486,0.001556512,0.8048657140000001,0.943897857,0,35,0,30,41052,26473
15581,4350,5990.345525,59,52675.9661,23.46048698,0,0,16,0,34772,22.55513854,37,947.954604,0.041647171,1.25813037,0.6081415929999999,0,32,0,64,46566,7480
16431,7007,15773.936569999998,58,56017.75975,9.825404852,0,0,9,0,6117,51.78927359,11,384.2339197,0.043618708,7.113050171,0.682899136,0,50,0,14,317382,11880
